id,vertical,sector,macro_theme,problem_title,severity_score,urgency_score,frequency_score,opportunity_score,ai_fit_score,solution_direction
saas--deepfake_voice_fraud,SaaS,software,fraud,Users are vulnerable to deepfake or voice-clone fraud in SaaS,93,90,70,86,50,"Out-of-band verification, secure callback flows, and synthetic-media detection."
saas--phishing_login_flow,SaaS,software,identity,Users are tricked into phishing flows that mimic official SaaS login pages,94,94,77,88,55,"Phishing-resistant authentication, origin validation, and login anomaly detection."
saas--job_opportunity_trap,SaaS,software,fraud,Users chasing SaaS opportunities fall into fake jobs or business offers,86,89,75,83,59,"Listing verification, recruiter proofing, and payout-safe workflows."
saas--rental_listing_fraud,SaaS,software,fraud,Users searching SaaS listings cannot tell fake inventory from real supply,85,76,69,78,54,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
saas--investment_scam,SaaS,software,fraud,Users are lured into fake SaaS investment or yield schemes,96,88,64,84,48,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
saas--seller_trust_gap,SaaS,software,marketplace,Users do not trust whether a SaaS seller or provider is real,82,79,81,82,64,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
saas--fake_reviews,SaaS,software,trust,"Users cannot trust reviews, ratings, or testimonials in SaaS",76,72,84,78,69,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
saas--delivery_confusion,SaaS,software,operations,Users struggle to understand real delivery status in SaaS,74,72,83,76,73,"Verified status feeds, exception alerts, and unified tracking UX."
saas--refund_delay,SaaS,software,payments,Users cannot predict when SaaS refunds will actually arrive,78,70,79,78,75,"Refund timelines, bank-status translation, and self-serve refund intelligence."
saas--billing_confusion,SaaS,software,payments,"Users do not understand SaaS charges, renewals, or fee structure",80,73,82,80,77,"Explainable billing, charge provenance, and proactive anomaly notices."
saas--subscription_cancellation,SaaS,software,payments,Users cannot cancel or downgrade SaaS subscriptions cleanly,74,69,77,73,70,"Transparent offboarding, downgrade alternatives, and friction analytics."
saas--account_takeover,SaaS,software,identity,Users lose access to SaaS accounts through takeover or session theft,92,90,72,86,67,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
saas--password_reset_pain,SaaS,software,identity,Users hit dead ends in SaaS password reset and recovery flows,72,72,80,76,72,"Adaptive recovery routing, identity proofing, and state-aware help flows."
saas--otp_mfa_fatigue,SaaS,software,identity,Users in SaaS face OTP and MFA fatigue without feeling truly protected,77,69,70,74,65,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
saas--support_wait_time,SaaS,software,support,Users cannot reach useful human support quickly in SaaS,79,71,85,80,78,"Intent-aware routing, better escalation triggers, and queue transparency."
saas--self_service_failure,SaaS,software,support,Users try self-service in SaaS but still end up stuck,75,71,86,78,83,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
saas--ai_handoff_gap,SaaS,software,support,Users in SaaS get trapped between AI help and human help,78,78,78,80,89,"Conversation memory, escalation contracts, and bot-to-human state transfer."
saas--feedback_void,SaaS,software,support,Users report problems in SaaS but feel nothing changes,68,65,74,70,68,Closed-loop feedback orchestration and action-trace dashboards.
saas--privacy_transparency_gap,SaaS,software,privacy,Users do not understand how SaaS uses personal data,73,62,76,73,69,"Plain-language data notices, purpose-level controls, and permission history."
saas--onboarding_dropoff,SaaS,software,conversion,Users abandon SaaS onboarding before seeing value,71,65,83,76,76,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
saas--checkout_abandonment,SaaS,software,conversion,Users in SaaS abandon checkout when trust or cost changes too late,76,72,81,80,74,"Transparent checkout, pre-verified totals, and trust-state messaging."
saas--hidden_fees,SaaS,software,payments,Users discover hidden or confusing fees in SaaS too late,74,71,75,75,68,"Price breakdowns, fee explainers, and cost-delta warnings."
saas--official_channel_confusion,SaaS,software,trust,Users cannot tell which SaaS channels are official and safe,87,88,77,84,60,"Official-channel registries, signed notifications, and trust-verification UX."
saas--knowledge_fragmentation,SaaS,software,support,"Users in SaaS get contradictory answers across help content, AI, and agents",72,63,73,72,81,"Unified knowledge graph, answer verification, and source-aware support systems."
saas--identity_proofing_friction,SaaS,software,identity,Legitimate users in SaaS fail identity proofing while fraudsters still slip through,83,75,67,79,71,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
developer_tools--imposter_scam,Developer Tools,software,fraud,Users cannot tell real Developer Tools outreach from imposter scams,95,83,85,87,64,"Trust verification layer, message provenance, and outbound notice registry."
developer_tools--social_media_scam,Developer Tools,software,fraud,Users get pulled from social feeds into fake Developer Tools offers,92,84,90,87,59,"Link reputation, seller verification, and ad-to-checkout risk scoring."
developer_tools--deepfake_voice_fraud,Developer Tools,software,fraud,Users are vulnerable to deepfake or voice-clone fraud in Developer Tools,96,90,72,88,52,"Out-of-band verification, secure callback flows, and synthetic-media detection."
developer_tools--phishing_login_flow,Developer Tools,software,identity,Users are tricked into phishing flows that mimic official Developer Tools login pages,97,94,79,90,57,"Phishing-resistant authentication, origin validation, and login anomaly detection."
developer_tools--job_opportunity_trap,Developer Tools,software,fraud,Users chasing Developer Tools opportunities fall into fake jobs or business offers,89,89,77,85,61,"Listing verification, recruiter proofing, and payout-safe workflows."
developer_tools--rental_listing_fraud,Developer Tools,software,fraud,Users searching Developer Tools listings cannot tell fake inventory from real supply,88,76,71,80,56,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
developer_tools--investment_scam,Developer Tools,software,fraud,Users are lured into fake Developer Tools investment or yield schemes,99,88,66,86,49,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
developer_tools--seller_trust_gap,Developer Tools,software,marketplace,Users do not trust whether a Developer Tools seller or provider is real,85,79,83,83,66,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
developer_tools--fake_reviews,Developer Tools,software,trust,"Users cannot trust reviews, ratings, or testimonials in Developer Tools",79,72,86,79,71,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
developer_tools--delivery_confusion,Developer Tools,software,operations,Users struggle to understand real delivery status in Developer Tools,77,72,85,78,75,"Verified status feeds, exception alerts, and unified tracking UX."
developer_tools--refund_delay,Developer Tools,software,payments,Users cannot predict when Developer Tools refunds will actually arrive,81,70,81,79,77,"Refund timelines, bank-status translation, and self-serve refund intelligence."
developer_tools--billing_confusion,Developer Tools,software,payments,"Users do not understand Developer Tools charges, renewals, or fee structure",83,73,84,81,79,"Explainable billing, charge provenance, and proactive anomaly notices."
developer_tools--subscription_cancellation,Developer Tools,software,payments,Users cannot cancel or downgrade Developer Tools subscriptions cleanly,76,69,80,75,72,"Transparent offboarding, downgrade alternatives, and friction analytics."
developer_tools--account_takeover,Developer Tools,software,identity,Users lose access to Developer Tools accounts through takeover or session theft,95,90,74,88,69,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
developer_tools--password_reset_pain,Developer Tools,software,identity,Users hit dead ends in Developer Tools password reset and recovery flows,74,72,82,77,74,"Adaptive recovery routing, identity proofing, and state-aware help flows."
developer_tools--otp_mfa_fatigue,Developer Tools,software,identity,Users in Developer Tools face OTP and MFA fatigue without feeling truly protected,80,69,72,75,67,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
developer_tools--support_wait_time,Developer Tools,software,support,Users cannot reach useful human support quickly in Developer Tools,82,71,87,81,80,"Intent-aware routing, better escalation triggers, and queue transparency."
developer_tools--self_service_failure,Developer Tools,software,support,Users try self-service in Developer Tools but still end up stuck,78,71,88,80,86,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
developer_tools--ai_handoff_gap,Developer Tools,software,support,Users in Developer Tools get trapped between AI help and human help,81,78,81,82,92,"Conversation memory, escalation contracts, and bot-to-human state transfer."
developer_tools--feedback_void,Developer Tools,software,support,Users report problems in Developer Tools but feel nothing changes,70,65,76,71,70,Closed-loop feedback orchestration and action-trace dashboards.
developer_tools--privacy_transparency_gap,Developer Tools,software,privacy,Users do not understand how Developer Tools uses personal data,75,62,78,74,71,"Plain-language data notices, purpose-level controls, and permission history."
developer_tools--onboarding_dropoff,Developer Tools,software,conversion,Users abandon Developer Tools onboarding before seeing value,73,65,85,77,78,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
developer_tools--checkout_abandonment,Developer Tools,software,conversion,Users in Developer Tools abandon checkout when trust or cost changes too late,79,72,83,81,76,"Transparent checkout, pre-verified totals, and trust-state messaging."
developer_tools--hidden_fees,Developer Tools,software,payments,Users discover hidden or confusing fees in Developer Tools too late,77,71,77,77,70,"Price breakdowns, fee explainers, and cost-delta warnings."
developer_tools--official_channel_confusion,Developer Tools,software,trust,Users cannot tell which Developer Tools channels are official and safe,90,88,80,85,62,"Official-channel registries, signed notifications, and trust-verification UX."
developer_tools--knowledge_fragmentation,Developer Tools,software,support,"Users in Developer Tools get contradictory answers across help content, AI, and agents",74,63,75,73,84,"Unified knowledge graph, answer verification, and source-aware support systems."
developer_tools--identity_proofing_friction,Developer Tools,software,identity,Legitimate users in Developer Tools fail identity proofing while fraudsters still slip through,86,75,69,80,73,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
streaming--imposter_scam,Streaming,media,fraud,Users cannot tell real Streaming outreach from imposter scams,99,83,88,89,60,"Trust verification layer, message provenance, and outbound notice registry."
streaming--social_media_scam,Streaming,media,fraud,Users get pulled from social feeds into fake Streaming offers,96,84,93,89,55,"Link reputation, seller verification, and ad-to-checkout risk scoring."
streaming--deepfake_voice_fraud,Streaming,media,fraud,Users are vulnerable to deepfake or voice-clone fraud in Streaming,100,90,74,89,49,"Out-of-band verification, secure callback flows, and synthetic-media detection."
streaming--phishing_login_flow,Streaming,media,identity,Users are tricked into phishing flows that mimic official Streaming login pages,100,94,81,91,54,"Phishing-resistant authentication, origin validation, and login anomaly detection."
streaming--job_opportunity_trap,Streaming,media,fraud,Users chasing Streaming opportunities fall into fake jobs or business offers,92,89,79,86,57,"Listing verification, recruiter proofing, and payout-safe workflows."
streaming--rental_listing_fraud,Streaming,media,fraud,Users searching Streaming listings cannot tell fake inventory from real supply,91,76,73,81,53,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
streaming--investment_scam,Streaming,media,fraud,Users are lured into fake Streaming investment or yield schemes,100,88,68,86,46,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
streaming--seller_trust_gap,Streaming,media,marketplace,Users do not trust whether a Streaming seller or provider is real,88,79,86,85,62,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
streaming--fake_reviews,Streaming,media,trust,"Users cannot trust reviews, ratings, or testimonials in Streaming",82,72,89,81,67,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
streaming--delivery_confusion,Streaming,media,operations,Users struggle to understand real delivery status in Streaming,80,72,88,80,70,"Verified status feeds, exception alerts, and unified tracking UX."
streaming--refund_delay,Streaming,media,payments,Users cannot predict when Streaming refunds will actually arrive,84,70,84,81,72,"Refund timelines, bank-status translation, and self-serve refund intelligence."
streaming--billing_confusion,Streaming,media,payments,"Users do not understand Streaming charges, renewals, or fee structure",86,73,87,83,74,"Explainable billing, charge provenance, and proactive anomaly notices."
streaming--subscription_cancellation,Streaming,media,payments,Users cannot cancel or downgrade Streaming subscriptions cleanly,79,69,82,76,68,"Transparent offboarding, downgrade alternatives, and friction analytics."
streaming--account_takeover,Streaming,media,identity,Users lose access to Streaming accounts through takeover or session theft,99,90,76,89,65,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
streaming--password_reset_pain,Streaming,media,identity,Users hit dead ends in Streaming password reset and recovery flows,77,72,85,78,70,"Adaptive recovery routing, identity proofing, and state-aware help flows."
streaming--otp_mfa_fatigue,Streaming,media,identity,Users in Streaming face OTP and MFA fatigue without feeling truly protected,83,69,74,77,63,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
streaming--support_wait_time,Streaming,media,support,Users cannot reach useful human support quickly in Streaming,85,71,90,83,75,"Intent-aware routing, better escalation triggers, and queue transparency."
streaming--self_service_failure,Streaming,media,support,Users try self-service in Streaming but still end up stuck,81,71,91,81,81,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
streaming--ai_handoff_gap,Streaming,media,support,Users in Streaming get trapped between AI help and human help,84,78,83,83,86,"Conversation memory, escalation contracts, and bot-to-human state transfer."
streaming--feedback_void,Streaming,media,support,Users report problems in Streaming but feel nothing changes,72,65,78,73,66,Closed-loop feedback orchestration and action-trace dashboards.
streaming--privacy_transparency_gap,Streaming,media,privacy,Users do not understand how Streaming uses personal data,78,62,80,76,67,"Plain-language data notices, purpose-level controls, and permission history."
streaming--onboarding_dropoff,Streaming,media,conversion,Users abandon Streaming onboarding before seeing value,76,65,88,79,73,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
streaming--checkout_abandonment,Streaming,media,conversion,Users in Streaming abandon checkout when trust or cost changes too late,82,72,86,83,71,"Transparent checkout, pre-verified totals, and trust-state messaging."
streaming--hidden_fees,Streaming,media,payments,Users discover hidden or confusing fees in Streaming too late,80,71,79,78,66,"Price breakdowns, fee explainers, and cost-delta warnings."
streaming--official_channel_confusion,Streaming,media,trust,Users cannot tell which Streaming channels are official and safe,93,88,82,87,58,"Official-channel registries, signed notifications, and trust-verification UX."
streaming--knowledge_fragmentation,Streaming,media,support,"Users in Streaming get contradictory answers across help content, AI, and agents",77,63,77,74,79,"Unified knowledge graph, answer verification, and source-aware support systems."
streaming--identity_proofing_friction,Streaming,media,identity,Legitimate users in Streaming fail identity proofing while fraudsters still slip through,89,75,71,81,69,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
subscription_media--imposter_scam,Subscription Media,media,fraud,Users cannot tell real Subscription Media outreach from imposter scams,79,83,81,81,62,"Trust verification layer, message provenance, and outbound notice registry."
subscription_media--social_media_scam,Subscription Media,media,fraud,Users get pulled from social feeds into fake Subscription Media offers,76,84,86,81,57,"Link reputation, seller verification, and ad-to-checkout risk scoring."
subscription_media--deepfake_voice_fraud,Subscription Media,media,fraud,Users are vulnerable to deepfake or voice-clone fraud in Subscription Media,80,90,68,81,50,"Out-of-band verification, secure callback flows, and synthetic-media detection."
subscription_media--phishing_login_flow,Subscription Media,media,identity,Users are tricked into phishing flows that mimic official Subscription Media login pages,81,94,75,83,55,"Phishing-resistant authentication, origin validation, and login anomaly detection."
subscription_media--job_opportunity_trap,Subscription Media,media,fraud,Users chasing Subscription Media opportunities fall into fake jobs or business offers,74,89,73,79,59,"Listing verification, recruiter proofing, and payout-safe workflows."
subscription_media--rental_listing_fraud,Subscription Media,media,fraud,Users searching Subscription Media listings cannot tell fake inventory from real supply,73,76,67,74,54,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
subscription_media--investment_scam,Subscription Media,media,fraud,Users are lured into fake Subscription Media investment or yield schemes,82,88,63,79,48,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
subscription_media--seller_trust_gap,Subscription Media,media,marketplace,Users do not trust whether a Subscription Media seller or provider is real,71,79,79,78,64,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
subscription_media--fake_reviews,Subscription Media,media,trust,"Users cannot trust reviews, ratings, or testimonials in Subscription Media",66,72,82,74,69,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
subscription_media--delivery_confusion,Subscription Media,media,operations,Users struggle to understand real delivery status in Subscription Media,64,72,81,73,73,"Verified status feeds, exception alerts, and unified tracking UX."
subscription_media--refund_delay,Subscription Media,media,payments,Users cannot predict when Subscription Media refunds will actually arrive,67,70,77,73,75,"Refund timelines, bank-status translation, and self-serve refund intelligence."
subscription_media--billing_confusion,Subscription Media,media,payments,"Users do not understand Subscription Media charges, renewals, or fee structure",69,73,80,76,77,"Explainable billing, charge provenance, and proactive anomaly notices."
subscription_media--subscription_cancellation,Subscription Media,media,payments,Users cannot cancel or downgrade Subscription Media subscriptions cleanly,63,69,75,69,70,"Transparent offboarding, downgrade alternatives, and friction analytics."
subscription_media--account_takeover,Subscription Media,media,identity,Users lose access to Subscription Media accounts through takeover or session theft,79,90,70,81,67,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
subscription_media--password_reset_pain,Subscription Media,media,identity,Users hit dead ends in Subscription Media password reset and recovery flows,61,72,78,72,72,"Adaptive recovery routing, identity proofing, and state-aware help flows."
subscription_media--otp_mfa_fatigue,Subscription Media,media,identity,Users in Subscription Media face OTP and MFA fatigue without feeling truly protected,66,69,68,70,65,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
subscription_media--support_wait_time,Subscription Media,media,support,Users cannot reach useful human support quickly in Subscription Media,68,71,83,76,78,"Intent-aware routing, better escalation triggers, and queue transparency."
subscription_media--self_service_failure,Subscription Media,media,support,Users try self-service in Subscription Media but still end up stuck,65,71,84,75,83,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
subscription_media--ai_handoff_gap,Subscription Media,media,support,Users in Subscription Media get trapped between AI help and human help,67,78,76,76,89,"Conversation memory, escalation contracts, and bot-to-human state transfer."
subscription_media--feedback_void,Subscription Media,media,support,Users report problems in Subscription Media but feel nothing changes,58,65,72,67,68,Closed-loop feedback orchestration and action-trace dashboards.
subscription_media--privacy_transparency_gap,Subscription Media,media,privacy,Users do not understand how Subscription Media uses personal data,62,62,74,69,69,"Plain-language data notices, purpose-level controls, and permission history."
subscription_media--onboarding_dropoff,Subscription Media,media,conversion,Users abandon Subscription Media onboarding before seeing value,60,65,81,72,76,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
subscription_media--checkout_abandonment,Subscription Media,media,conversion,Users in Subscription Media abandon checkout when trust or cost changes too late,66,72,79,76,74,"Transparent checkout, pre-verified totals, and trust-state messaging."
subscription_media--hidden_fees,Subscription Media,media,payments,Users discover hidden or confusing fees in Subscription Media too late,64,71,73,71,68,"Price breakdowns, fee explainers, and cost-delta warnings."
subscription_media--official_channel_confusion,Subscription Media,media,trust,Users cannot tell which Subscription Media channels are official and safe,75,88,75,79,60,"Official-channel registries, signed notifications, and trust-verification UX."
subscription_media--knowledge_fragmentation,Subscription Media,media,support,"Users in Subscription Media get contradictory answers across help content, AI, and agents",61,63,71,68,81,"Unified knowledge graph, answer verification, and source-aware support systems."
subscription_media--identity_proofing_friction,Subscription Media,media,identity,Legitimate users in Subscription Media fail identity proofing while fraudsters still slip through,71,75,65,74,71,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
gaming--imposter_scam,Gaming,community,fraud,Users cannot tell real Gaming outreach from imposter scams,82,83,83,83,64,"Trust verification layer, message provenance, and outbound notice registry."
gaming--social_media_scam,Gaming,community,fraud,Users get pulled from social feeds into fake Gaming offers,80,84,88,83,59,"Link reputation, seller verification, and ad-to-checkout risk scoring."
gaming--deepfake_voice_fraud,Gaming,community,fraud,Users are vulnerable to deepfake or voice-clone fraud in Gaming,83,90,70,83,52,"Out-of-band verification, secure callback flows, and synthetic-media detection."
gaming--phishing_login_flow,Gaming,community,identity,Users are tricked into phishing flows that mimic official Gaming login pages,84,94,77,85,57,"Phishing-resistant authentication, origin validation, and login anomaly detection."
gaming--job_opportunity_trap,Gaming,community,fraud,Users chasing Gaming opportunities fall into fake jobs or business offers,77,89,75,80,61,"Listing verification, recruiter proofing, and payout-safe workflows."
gaming--rental_listing_fraud,Gaming,community,fraud,Users searching Gaming listings cannot tell fake inventory from real supply,76,76,69,75,56,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
gaming--investment_scam,Gaming,community,fraud,Users are lured into fake Gaming investment or yield schemes,86,88,64,81,49,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
gaming--seller_trust_gap,Gaming,community,marketplace,Users do not trust whether a Gaming seller or provider is real,74,79,81,79,66,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
gaming--fake_reviews,Gaming,community,trust,"Users cannot trust reviews, ratings, or testimonials in Gaming",68,72,84,75,71,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
gaming--delivery_confusion,Gaming,community,operations,Users struggle to understand real delivery status in Gaming,66,72,83,74,75,"Verified status feeds, exception alerts, and unified tracking UX."
gaming--refund_delay,Gaming,community,payments,Users cannot predict when Gaming refunds will actually arrive,70,70,79,75,77,"Refund timelines, bank-status translation, and self-serve refund intelligence."
gaming--billing_confusion,Gaming,community,payments,"Users do not understand Gaming charges, renewals, or fee structure",72,73,82,77,79,"Explainable billing, charge provenance, and proactive anomaly notices."
gaming--subscription_cancellation,Gaming,community,payments,Users cannot cancel or downgrade Gaming subscriptions cleanly,66,69,77,71,72,"Transparent offboarding, downgrade alternatives, and friction analytics."
gaming--account_takeover,Gaming,community,identity,Users lose access to Gaming accounts through takeover or session theft,82,90,72,83,69,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
gaming--password_reset_pain,Gaming,community,identity,Users hit dead ends in Gaming password reset and recovery flows,64,72,80,73,74,"Adaptive recovery routing, identity proofing, and state-aware help flows."
gaming--otp_mfa_fatigue,Gaming,community,identity,Users in Gaming face OTP and MFA fatigue without feeling truly protected,69,69,70,71,67,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
gaming--support_wait_time,Gaming,community,support,Users cannot reach useful human support quickly in Gaming,71,71,85,77,80,"Intent-aware routing, better escalation triggers, and queue transparency."
gaming--self_service_failure,Gaming,community,support,Users try self-service in Gaming but still end up stuck,67,71,86,76,86,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
gaming--ai_handoff_gap,Gaming,community,support,Users in Gaming get trapped between AI help and human help,70,78,78,77,92,"Conversation memory, escalation contracts, and bot-to-human state transfer."
gaming--feedback_void,Gaming,community,support,Users report problems in Gaming but feel nothing changes,60,65,74,68,70,Closed-loop feedback orchestration and action-trace dashboards.
gaming--privacy_transparency_gap,Gaming,community,privacy,Users do not understand how Gaming uses personal data,65,62,76,70,71,"Plain-language data notices, purpose-level controls, and permission history."
gaming--onboarding_dropoff,Gaming,community,conversion,Users abandon Gaming onboarding before seeing value,63,65,83,73,78,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
gaming--checkout_abandonment,Gaming,community,conversion,Users in Gaming abandon checkout when trust or cost changes too late,68,72,81,77,76,"Transparent checkout, pre-verified totals, and trust-state messaging."
gaming--hidden_fees,Gaming,community,payments,Users discover hidden or confusing fees in Gaming too late,66,71,75,72,70,"Price breakdowns, fee explainers, and cost-delta warnings."
gaming--official_channel_confusion,Gaming,community,trust,Users cannot tell which Gaming channels are official and safe,78,88,77,81,62,"Official-channel registries, signed notifications, and trust-verification UX."
gaming--knowledge_fragmentation,Gaming,community,support,"Users in Gaming get contradictory answers across help content, AI, and agents",64,63,73,69,84,"Unified knowledge graph, answer verification, and source-aware support systems."
gaming--identity_proofing_friction,Gaming,community,identity,Legitimate users in Gaming fail identity proofing while fraudsters still slip through,74,75,67,76,73,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
dating--imposter_scam,Dating,community,fraud,Users cannot tell real Dating outreach from imposter scams,86,83,85,84,60,"Trust verification layer, message provenance, and outbound notice registry."
dating--social_media_scam,Dating,community,fraud,Users get pulled from social feeds into fake Dating offers,83,84,90,84,55,"Link reputation, seller verification, and ad-to-checkout risk scoring."
dating--deepfake_voice_fraud,Dating,community,fraud,Users are vulnerable to deepfake or voice-clone fraud in Dating,86,90,72,84,49,"Out-of-band verification, secure callback flows, and synthetic-media detection."
dating--phishing_login_flow,Dating,community,identity,Users are tricked into phishing flows that mimic official Dating login pages,87,94,79,86,54,"Phishing-resistant authentication, origin validation, and login anomaly detection."
dating--job_opportunity_trap,Dating,community,fraud,Users chasing Dating opportunities fall into fake jobs or business offers,80,89,77,82,57,"Listing verification, recruiter proofing, and payout-safe workflows."
dating--rental_listing_fraud,Dating,community,fraud,Users searching Dating listings cannot tell fake inventory from real supply,79,76,71,76,53,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
dating--investment_scam,Dating,community,fraud,Users are lured into fake Dating investment or yield schemes,89,88,66,82,46,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
dating--seller_trust_gap,Dating,community,marketplace,Users do not trust whether a Dating seller or provider is real,76,79,83,80,62,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
dating--fake_reviews,Dating,community,trust,"Users cannot trust reviews, ratings, or testimonials in Dating",71,72,86,77,67,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
dating--delivery_confusion,Dating,community,operations,Users struggle to understand real delivery status in Dating,69,72,85,75,70,"Verified status feeds, exception alerts, and unified tracking UX."
dating--refund_delay,Dating,community,payments,Users cannot predict when Dating refunds will actually arrive,73,70,81,76,72,"Refund timelines, bank-status translation, and self-serve refund intelligence."
dating--billing_confusion,Dating,community,payments,"Users do not understand Dating charges, renewals, or fee structure",75,73,84,78,74,"Explainable billing, charge provenance, and proactive anomaly notices."
dating--subscription_cancellation,Dating,community,payments,Users cannot cancel or downgrade Dating subscriptions cleanly,68,69,80,72,68,"Transparent offboarding, downgrade alternatives, and friction analytics."
dating--account_takeover,Dating,community,identity,Users lose access to Dating accounts through takeover or session theft,86,90,74,85,65,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
dating--password_reset_pain,Dating,community,identity,Users hit dead ends in Dating password reset and recovery flows,66,72,82,74,70,"Adaptive recovery routing, identity proofing, and state-aware help flows."
dating--otp_mfa_fatigue,Dating,community,identity,Users in Dating face OTP and MFA fatigue without feeling truly protected,72,69,72,73,63,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
dating--support_wait_time,Dating,community,support,Users cannot reach useful human support quickly in Dating,74,71,87,78,75,"Intent-aware routing, better escalation triggers, and queue transparency."
dating--self_service_failure,Dating,community,support,Users try self-service in Dating but still end up stuck,70,71,88,77,81,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
dating--ai_handoff_gap,Dating,community,support,Users in Dating get trapped between AI help and human help,73,78,81,79,86,"Conversation memory, escalation contracts, and bot-to-human state transfer."
dating--feedback_void,Dating,community,support,Users report problems in Dating but feel nothing changes,63,65,76,69,66,Closed-loop feedback orchestration and action-trace dashboards.
dating--privacy_transparency_gap,Dating,community,privacy,Users do not understand how Dating uses personal data,67,62,78,72,67,"Plain-language data notices, purpose-level controls, and permission history."
dating--onboarding_dropoff,Dating,community,conversion,Users abandon Dating onboarding before seeing value,66,65,85,75,73,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
dating--checkout_abandonment,Dating,community,conversion,Users in Dating abandon checkout when trust or cost changes too late,71,72,83,78,71,"Transparent checkout, pre-verified totals, and trust-state messaging."
dating--hidden_fees,Dating,community,payments,Users discover hidden or confusing fees in Dating too late,69,71,77,74,66,"Price breakdowns, fee explainers, and cost-delta warnings."
dating--official_channel_confusion,Dating,community,trust,Users cannot tell which Dating channels are official and safe,81,88,80,82,58,"Official-channel registries, signed notifications, and trust-verification UX."
dating--knowledge_fragmentation,Dating,community,support,"Users in Dating get contradictory answers across help content, AI, and agents",66,63,75,70,79,"Unified knowledge graph, answer verification, and source-aware support systems."
dating--identity_proofing_friction,Dating,community,identity,Legitimate users in Dating fail identity proofing while fraudsters still slip through,77,75,69,77,69,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
community_forum--imposter_scam,Community Forum,community,fraud,Users cannot tell real Community Forum outreach from imposter scams,89,83,88,86,62,"Trust verification layer, message provenance, and outbound notice registry."
community_forum--social_media_scam,Community Forum,community,fraud,Users get pulled from social feeds into fake Community Forum offers,86,84,93,86,57,"Link reputation, seller verification, and ad-to-checkout risk scoring."
community_forum--deepfake_voice_fraud,Community Forum,community,fraud,Users are vulnerable to deepfake or voice-clone fraud in Community Forum,90,90,74,86,50,"Out-of-band verification, secure callback flows, and synthetic-media detection."
community_forum--phishing_login_flow,Community Forum,community,identity,Users are tricked into phishing flows that mimic official Community Forum login pages,91,94,81,88,55,"Phishing-resistant authentication, origin validation, and login anomaly detection."
